Month;Group;Sports;Result type;Bet slip count 1;No. of bets 1;Bet count;Cancelled;Payback;Won;Total stake;Profit;profit-rate;Bonus;Paid out;Theoretic margin
ene-21;Football - Switzerland - Challenge League;Football;More/less rest of half;12;12;26;0,00 €;0,00 €;0,00 €;31,49 €;31,49 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Switzerland - Challenge League;Football;Over/Under goals in match;13;14;91;0,00 €;14,90 €;66,28 €;67,30 €;-13,87 €;-26.47% ;5,99 €;87,16 €;15,21 €  /  50,09 €  ( 30.37% )
ene-21;Football - Switzerland - Challenge League;Football;Both teams to score?;6;6;32;0,00 €;0,00 €;0,21 €;10,07 €;9,86 €;97.92%;0,00 €;0,21 €;3,18 €  /  9,21 €  ( 34.53% )
ene-21;Football - Switzerland - Challenge League;Football;Match Result & Both teams to score;2;2;4;0,00 €;0,00 €;0,04 €;8,09 €;8,05 €;99.52%;0,00 €;0,04 €;0,02 €  /  0,07 €  ( 26.05% )
ene-21;Football - Switzerland - Challenge League;Football;Remaining time 3-way;1;1;10;0,00 €;0,00 €;1,21 €;3,13 €;1,92 €;61.46%;0,06 €;1,27 €;0,00 €  /  0,06 €  ( 6.94% )
ene-21;Football - Switzerland - Challenge League;Football;Over/Under per team;0;0;1;0,00 €;0,00 €;0,00 €;0,05 €;0,05 €;100.00%;0,00 €;0,00 €;0,02 €  /  0,05 €  ( 47.12% )
ene-21;Football - Switzerland - Challenge League;Football;Does Team X score at least one goal?;1;1;2;0,00 €;0,00 €;2,35 €;1,96 €;-0,39 €;-20.17% ;0,00 €;2,35 €;0,45 €  /  1,96 €  ( 22.97% )
ene-21;Football - Brazil - Brasileiro Serie B;Football;Over/Under corners in match;14;14;56;0,00 €;11,46 €;162,09 €;148,46 €;-25,09 €;-18.31% ;0,83 €;174,38 €;9,06 €  /  147,51 €  ( 6.14% )
ene-21;Football - Mexico - Liga Premier;Football;Double chance;7;7;8;0,00 €;0,00 €;0,00 €;125,90 €;125,90 €;100.00%;0,00 €;0,00 €;0,01 €  /  0,01 €  ( 66.56% )
ene-21;Football - Mexico - Liga Premier;Football;Who scores next ?;1;1;3;0,00 €;0,00 €;0,31 €;0,58 €;0,27 €;46.23%;0,00 €;0,31 €;0,02 €  /  0,11 €  ( 13.94% )
ene-21;Football - Mexico - Liga Premier;Football;Over/Under rest of the game;3;3;6;0,00 €;0,00 €;2,72 €;5,92 €;3,20 €;54.03%;0,00 €;2,72 €;0,02 €  /  0,11 €  ( 16.71% )
ene-21;Basketball - Spain - LEB Plata;Basketball;Match Winner;8;8;17;0,00 €;0,00 €;131,79 €;70,42 €;-61,37 €;-87.15% ;0,00 €;131,79 €;0,00 €  /  0,02 €  ( 11.63% )
ene-21;Rugby - Rugby Union - France - Top 14;Rugby;Over/Under points in Match;0;0;3;0,00 €;0,00 €;0,00 €;0,17 €;0,17 €;100.00%;0,00 €;0,00 €;0,09 €  /  0,17 €  ( 51.75% )
ene-21;Darts - International - The Masters;Darts only with legs;Over/Under legs in match;1;1;5;0,00 €;0,00 €;0,00 €;0,14 €;0,14 €;100.00%;0,00 €;0,00 €;0,07 €  /  0,14 €  ( 46.08% )
ene-21;Volleyball - France - Ligue A;Volleyball;Number of points in set;2;2;2;0,00 €;0,00 €;0,00 €;61,88 €;61,88 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Belgium - BNXT - Belgium League;Basketball;Over/Under points in Quarter;4;4;5;0,00 €;0,00 €;132,81 €;81,57 €;-51,24 €;-62.82% ;0,00 €;132,81 €;0,29 €  /  3,94 €  ( 7.36% )
ene-21;Football - Mexico - Liga de Ascenso;Football;Who wins the half?;2;2;9;0,00 €;0,00 €;0,00 €;1,89 €;1,89 €;100.00%;0,00 €;0,00 €;0,66 €  /  1,73 €  ( 38.14% )
ene-21;Basketball - Croatia - Premijer Liga;Basketball;Over/Under points in Quarter;10;10;10;0,00 €;0,00 €;217,71 €;242,60 €;24,89 €;10.26%;0,00 €;217,71 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Handball - Denmark - 1. Division, Women;Handball;3-Way;0;0;3;0,00 €;0,00 €;0,00 €;0,12 €;0,12 €;100.00%;0,00 €;0,00 €;0,06 €  /  0,12 €  ( 45.79% )
ene-21;Basketball - Spain - LEB Oro;Basketball;Match Winner;14;14;71;0,00 €;0,00 €;210,39 €;121,70 €;-88,69 €;-72.88% ;0,00 €;210,39 €;8,18 €  /  108,46 €  ( 7.54% )
ene-21;Basketball - Spain - LEB Oro;Basketball;Over/under points in halftime for team;1;1;1;0,00 €;0,00 €;0,00 €;6,88 €;6,88 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Handball - Romania - Liga Nationala, Women;Handball;Over/Under points in Match;2;2;3;0,00 €;0,00 €;57,30 €;45,86 €;-11,44 €;-24.94% ;0,00 €;57,30 €;0,01 €  /  0,02 €  ( 52.26% )
ene-21;Handball - Romania - Liga Nationala, Women;Handball;3-Way;0;0;6;0,00 €;0,00 €;0,00 €;0,10 €;0,10 €;100.00%;0,00 €;0,00 €;0,06 €  /  0,10 €  ( 60.91% )
ene-21;Football - United Arab Emirates - Arabian Gulf League;Football;Double chance;11;11;45;0,00 €;0,00 €;20,79 €;85,04 €;64,25 €;75.55%;0,07 €;20,86 €;7,76 €  /  80,24 €  ( 9.67% )
ene-21;Football - United Arab Emirates - Arabian Gulf League;Football;Halftime - Over/Under Bet;2;2;3;0,00 €;0,00 €;11,60 €;18,33 €;6,73 €;36.72%;0,00 €;11,60 €;0,89 €  /  6,88 €  ( 12.91% )
ene-21;Football - United Arab Emirates - Arabian Gulf League;Football;3-Way;41;42;163;0,46 €;0,00 €;127,90 €;181,44 €;53,54 €;29.51%;1,32 €;129,22 €;12,35 €  /  67,16 €  ( 18.38% )
ene-21;Football - United Arab Emirates - Arabian Gulf League;Football;Remaining time 3-way;1;1;5;0,00 €;0,00 €;0,00 €;2,29 €;2,29 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Iran - Pro League;Football;Both teams to score?;2;3;6;0,00 €;0,00 €;3,80 €;4,01 €;0,21 €;5.21%;0,00 €;3,80 €;0,02 €  /  0,04 €  ( 41.96% )
ene-21;Handball - Poland - Superliga, Women;Handball;3-Way;0;0;1;0,00 €;0,00 €;0,00 €;0,05 €;0,05 €;100.00%;0,00 €;0,00 €;0,02 €  /  0,05 €  ( 46.19% )
ene-21;Football - South Africa - Premier Soccer League;Football;More/less rest of half;4;4;9;0,00 €;0,00 €;49,62 €;52,87 €;3,25 €;6.14%;0,00 €;49,62 €;0,01 €  /  0,05 €  ( 24.00% )
ene-21;Basketball - Romania - Liga Nationala;Basketball;Match Winner;18;18;40;0,00 €;0,00 €;108,49 €;104,93 €;-3,56 €;-3.39% ;0,08 €;108,57 €;0,44 €  /  1,79 €  ( 24.25% )
ene-21;Football - Bahrain - Premier League;Football;Double chance;12;13;51;0,00 €;0,00 €;42,34 €;38,45 €;-3,89 €;-10.11% ;0,07 €;42,41 €;1,79 €  /  28,40 €  ( 6.31% )
ene-21;Football - Bahrain - Premier League;Football;More/less rest of half;3;3;3;0,00 €;0,00 €;31,08 €;27,07 €;-4,01 €;-14.81% ;0,00 €;31,08 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Bahrain - Premier League;Football;Both teams to score?;1;1;3;0,00 €;0,00 €;0,00 €;8,65 €;8,65 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - India - I-League;Football;3-Way;50;50;139;0,00 €;0,00 €;42,73 €;132,60 €;89,87 €;67.78%;0,00 €;42,73 €;11,30 €  /  50,79 €  ( 22.25% )
ene-21;Football - Vietnam - V-League;Football;Does Team X score at least one goal?;0;0;2;0,00 €;0,00 €;21,60 €;9,20 €;-12,40 €;-134.75% ;0,00 €;21,60 €;2,60 €  /  9,20 €  ( 28.27% )
ene-21;Basketball - Spain - Liga Femenina, Women;Basketball;Half-time Winner;1;1;1;0,00 €;0,00 €;0,00 €;0,46 €;0,46 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Spain - Liga Femenina, Women;Basketball;Over/Under points at Half-time;1;1;2;0,00 €;0,00 €;62,14 €;35,66 €;-26,48 €;-74.25% ;0,00 €;62,14 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Spain - Liga Femenina, Women;Basketball;Match Winner;7;7;32;0,00 €;0,00 €;112,71 €;85,68 €;-27,03 €;-31.55% ;0,00 €;112,71 €;0,44 €  /  1,62 €  ( 27.15% )
ene-21;Basketball - Spain - Liga Femenina, Women;Basketball;Over/under points in halftime for team;2;2;2;0,00 €;0,00 €;191,60 €;103,59 €;-88,01 €;-84.96% ;0,00 €;191,60 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Handball - International - WC, Final Round;Handball;Double chance;2;2;5;0,00 €;0,00 €;17,19 €;18,11 €;0,92 €;5.07%;0,00 €;17,19 €;3,50 €  /  18,11 €  ( 19.35% )
ene-21;Handball - International - WC, Final Round;Handball;First half - Over/Under Bet;2;2;6;0,00 €;2,30 €;0,00 €;4,59 €;2,29 €;100.00%;0,00 €;2,30 €;-0,82 €  /  4,59 €  ( -17.93% )
ene-21;Handball - International - WC, Final Round;Handball;3-Way;13;13;35;0,00 €;0,00 €;12,56 €;92,99 €;80,43 €;86.49%;0,00 €;12,56 €;9,89 €  /  61,39 €  ( 16.11% )
ene-21;Handball - International - WC, Final Round;Handball;Over/Under per team;0;0;1;0,00 €;0,00 €;0,00 €;3,82 €;3,82 €;100.00%;0,00 €;0,00 €;1,11 €  /  3,82 €  ( 29.10% )
ene-21;Volleyball - International - Club Friendly Games;Volleyball;2-Way;0;0;1;0,00 €;0,00 €;0,00 €;0,02 €;0,02 €;100.00%;0,00 €;0,00 €;0,01 €  /  0,02 €  ( 48.09% )
ene-21;Volleyball - Ukraine - Cup;Volleyball;Number of points in set;2;2;2;0,00 €;0,00 €;2,98 €;22,46 €;19,48 €;86.73%;0,00 €;2,98 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Volleyball - Ukraine - Cup;Volleyball;Who will win the set ?;5;5;5;0,00 €;0,00 €;100,46 €;70,52 €;-29,95 €;-42.47% ;0,00 €;100,46 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Volleyball - Ukraine - Cup;Volleyball;2-Way;8;8;8;0,00 €;0,00 €;261,94 €;129,28 €;-132,67 €;-102.62% ;0,00 €;261,94 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - USA - NCAA, Women;Basketball;Half-time Winner;4;4;5;0,00 €;0,00 €;1,22 €;2,79 €;1,57 €;56.28%;0,00 €;1,22 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - USA - NCAA, Women;Basketball;Over/Under points at Half-time;3;3;4;0,00 €;0,00 €;40,93 €;29,33 €;-11,60 €;-39.56% ;0,00 €;40,93 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Volleyball - Republic of Korea - V League, Women;Volleyball;Number of points in set;1;1;1;0,00 €;0,00 €;0,03 €;0,01 €;-0,02 €;-120.00% ;0,00 €;0,03 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Volleyball - Romania - Cup;Volleyball;Number of points in set;3;3;3;0,00 €;0,00 €;40,03 €;69,66 €;29,63 €;42.53%;0,00 €;40,03 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Saudi Arabia - Division 1;Football;Halftime - Over/Under Bet;1;1;1;0,00 €;0,00 €;1,42 €;1,34 €;-0,08 €;-6.00% ;0,00 €;1,42 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Saudi Arabia - Division 1;Football;Remaining time 3-way;3;3;12;0,00 €;0,00 €;1,01 €;5,70 €;4,70 €;82.37%;0,00 €;1,01 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Volleyball - Ukraine - Vyscha Liga;Volleyball;Handicap X:Y points in the match;3;3;3;0,00 €;0,00 €;138,29 €;70,92 €;-67,37 €;-95.00% ;0,00 €;138,29 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Volleyball - Ukraine - Vyscha Liga;Volleyball;Number of points in set;3;3;3;0,00 €;0,00 €;75,96 €;42,66 €;-33,31 €;-78.08% ;0,00 €;75,96 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Ghana - Premier League;Football;Over/Under rest of the game;9;9;25;0,00 €;0,00 €;63,94 €;95,53 €;31,58 €;33.06%;0,03 €;63,97 €;0,01 €  /  0,05 €  ( 24.24% )
ene-21;Football - Ghana - Premier League;Football;More/less rest of half;2;2;4;0,00 €;0,00 €;4,45 €;2,01 €;-2,44 €;-121.09% ;0,00 €;4,45 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - China - CBA;Basketball;Over/Under points at Half-time;10;10;11;0,00 €;0,00 €;54,19 €;74,70 €;20,52 €;27.46%;0,00 €;54,19 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Qatar - Reserve League;Football;Who scores next ?;1;1;1;0,00 €;0,00 €;10,89 €;2,29 €;-8,59 €;-375.00% ;0,00 €;10,89 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Qatar - Reserve League;Football;Next goal of half;1;1;1;0,00 €;0,00 €;0,00 €;2,29 €;2,29 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Qatar - Reserve League;Football;Over/Under rest of the game;3;3;8;0,00 €;0,00 €;5,50 €;6,14 €;0,64 €;10.38%;0,00 €;5,50 €;0,00 €  /  0,02 €  ( 10.81% )
ene-21;Football - Qatar - Reserve League;Football;More/less rest of half;3;3;7;0,00 €;0,00 €;0,00 €;3,34 €;3,34 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Qatar - Reserve League;Football;Over/Under goals in match;1;1;5;0,00 €;0,00 €;1,30 €;1,61 €;0,30 €;18.97%;0,02 €;1,32 €;0,00 €  /  0,02 €  ( 10.81% )
ene-21;Football - Qatar - Reserve League;Football;Halftime - Over/Under Bet;2;2;2;0,00 €;0,00 €;1,34 €;2,41 €;1,07 €;44.41%;0,00 €;1,34 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Qatar - Reserve League;Football;Who wins the half?;2;2;2;0,00 €;0,00 €;0,69 €;0,57 €;-0,12 €;-21.20% ;0,00 €;0,69 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Qatar - Reserve League;Football;3-Way;6;6;14;0,00 €;0,00 €;111,37 €;169,33 €;57,96 €;34.23%;0,02 €;111,39 €;0,01 €  /  0,31 €  ( 2.04% )
ene-21;Football - Mauritania - Premier League;Football;More/less rest of half;4;4;9;0,00 €;0,00 €;0,00 €;5,29 €;5,29 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Mexico - U20 League;Football;Handicap;1;1;1;0,00 €;0,00 €;0,92 €;0,80 €;-0,12 €;-14.48% ;0,00 €;0,92 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Mexico - U20 League;Football;Both teams to score?;1;1;1;0,00 €;0,00 €;7,56 €;4,58 €;-2,98 €;-65.00% ;0,00 €;7,56 €;0,49 €  /  4,58 €  ( 10.60% )
ene-21;Football - Mexico - U20 League;Football;Halftime - Over/Under Bet;1;1;2;0,00 €;0,00 €;0,88 €;1,17 €;0,29 €;24.50%;0,00 €;0,88 €;0,11 €  /  0,38 €  ( 28.62% )
ene-21;Football - Mexico - U20 League;Football;Over/Under per team;0;0;1;0,00 €;0,00 €;0,00 €;0,02 €;0,02 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Russia - Superleague, 1st Division, Women;Basketball;Over/Under per team;10;10;10;0,00 €;0,00 €;393,99 €;214,70 €;-179,29 €;-83.51% ;0,00 €;393,99 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Uruguay - Primera Division;Football;More/less rest of half;4;4;8;0,00 €;0,00 €;13,65 €;11,56 €;-2,09 €;-18.07% ;0,00 €;13,65 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Egypt - 2nd Division;Football;More/less rest of half;1;1;1;0,00 €;0,00 €;1,02 €;0,94 €;-0,08 €;-8.00% ;0,00 €;1,02 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Egypt - 2nd Division;Football;Who wins the half?;2;2;2;0,00 €;0,00 €;0,00 €;0,46 €;0,46 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - India - Goa Professional League;Football;3-Way;1;1;6;0,00 €;0,00 €;0,98 €;0,38 €;-0,60 €;-157.27% ;0,15 €;1,13 €;0,06 €  /  0,24 €  ( 25.57% )
ene-21;Football - Kenya - Premier League;Football;More/less rest of half;1;1;1;0,00 €;0,00 €;0,00 €;0,57 €;0,57 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Kenya - Premier League;Football;Both teams to score?;1;1;4;0,00 €;0,00 €;1,14 €;2,74 €;1,60 €;58.52%;0,00 €;1,14 €;0,00 €  /  0,02 €  ( 5.86% )
ene-21;Football - Iceland - Fotbolti.net Cup B;Football;Double chance;0;0;2;0,00 €;0,00 €;0,00 €;0,37 €;0,37 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Iceland - Fotbolti.net Cup B;Football;Over/Under rest of the game;0;0;1;0,00 €;0,00 €;0,00 €;0,33 €;0,33 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Iceland - Fotbolti.net Cup B;Football;3-Way;5;5;9;0,00 €;0,00 €;15,13 €;6,94 €;-8,18 €;-117.82% ;0,00 €;15,13 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Iceland - Fotbolti.net Cup B;Football;Remaining time 3-way;0;0;1;0,00 €;0,00 €;0,00 €;0,02 €;0,02 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Ethiopia - Premier League;Football;Correct Score AAMS;1;1;1;0,00 €;0,00 €;0,79 €;0,57 €;-0,21 €;-37.50% ;0,00 €;0,79 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Ethiopia - Premier League;Football;More/less rest of half;2;2;2;0,00 €;0,00 €;3,91 €;2,95 €;-0,97 €;-32.91% ;0,00 €;3,91 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Volleyball - Germany - 2. Bundesliga North, Women;Volleyball;Who will win the set ?;1;1;1;0,00 €;0,00 €;0,39 €;0,23 €;-0,16 €;-70.00% ;0,00 €;0,39 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Volleyball - Germany - 2. Bundesliga North, Women;Volleyball;2-Way;1;1;1;0,00 €;0,00 €;0,00 €;0,46 €;0,46 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Montenegro - Erste Liga;Basketball;Handicap;1;1;1;0,00 €;0,00 €;54,00 €;34,84 €;-19,16 €;-55.00% ;0,00 €;54,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Montenegro - Erste Liga;Basketball;Over/Under points in Quarter;1;1;1;0,00 €;0,00 €;26,47 €;16,04 €;-10,43 €;-65.00% ;0,00 €;26,47 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Montenegro - Erste Liga;Basketball;Over/under points in quarter for team;6;6;6;0,00 €;0,00 €;185,87 €;128,11 €;-57,75 €;-45.08% ;0,00 €;185,87 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Gambia - Gfa League First Division;Football;More/less rest of half;1;1;2;0,00 €;0,00 €;0,00 €;0,46 €;0,46 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Gambia - Gfa League First Division;Football;Over/Under goals in match;1;1;4;0,00 €;0,00 €;0,54 €;0,35 €;-0,19 €;-54.37% ;0,00 €;0,54 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Gambia - Gfa League First Division;Football;Halftime - Over/Under Bet;1;1;1;0,00 €;0,00 €;0,52 €;0,45 €;-0,07 €;-15.00% ;0,00 €;0,52 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Handball - Belarus - Cup;Handball;Over/Under points in Match;3;3;3;0,00 €;0,00 €;42,40 €;45,84 €;3,44 €;7.50%;0,00 €;42,40 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Handball - Belarus - Cup;Handball;First half - Over/Under Bet;1;1;1;0,00 €;0,00 €;0,00 €;22,92 €;22,92 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Italy - Serie C, Group C;Football;Draw no bet;0;0;3;0,00 €;0,00 €;0,11 €;0,09 €;-0,01 €;-15.10% ;0,00 €;0,11 €;0,03 €  /  0,09 €  ( 32.27% )
ene-21;Football - India - Indian Super League;Football;Who wins the half?;23;23;32;0,00 €;0,00 €;172,21 €;125,42 €;-46,79 €;-37.31% ;0,00 €;172,21 €;5,67 €  /  27,43 €  ( 20.69% )
ene-21;Football - Belgium - Super League, Women;Football;Double chance;3;3;12;0,00 €;0,00 €;1,27 €;1,43 €;0,15 €;10.72%;0,00 €;1,27 €;0,20 €  /  0,33 €  ( 61.04% )
ene-21;Football - Belgium - Super League, Women;Football;More/less rest of half;2;2;3;0,00 €;0,00 €;19,16 €;20,13 €;0,97 €;4.82%;0,00 €;19,16 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Belgium - Super League, Women;Football;Halftime - Over/Under Bet;2;2;3;0,00 €;0,00 €;0,00 €;12,34 €;12,34 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Belgium - Super League, Women;Football;Over/Under per team;2;2;2;0,00 €;0,00 €;29,68 €;16,04 €;-13,64 €;-85.00% ;0,00 €;29,68 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - International - Europe Cup, Gr. B;Basketball;Over/Under points in Quarter;7;7;7;0,00 €;0,00 €;212,97 €;248,82 €;35,85 €;14.41%;0,00 €;212,97 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - International - Europe Cup, Gr. E;Basketball;Handicap;2;2;2;0,00 €;0,00 €;0,42 €;2,66 €;2,25 €;84.32%;0,00 €;0,42 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - International - Europe Cup, Gr. E;Basketball;Match Winner;4;4;10;0,00 €;0,00 €;11,85 €;7,06 €;-4,79 €;-67.87% ;0,06 €;11,91 €;0,01 €  /  0,02 €  ( 32.10% )
ene-21;Basketball - International - Europe Cup, Gr. F;Basketball;Match Winner;0;0;1;0,00 €;0,00 €;0,00 €;0,02 €;0,02 €;100.00%;0,00 €;0,00 €;0,01 €  /  0,02 €  ( 32.10% )
ene-21;Football - Belgium - First Division B, First Stage;Football;Double chance;2;2;25;0,00 €;0,00 €;16,11 €;2,42 €;-13,70 €;-566.87% ;0,81 €;16,92 €;0,92 €  /  2,42 €  ( 38.09% )
ene-21;Football - Belgium - First Division B, First Stage;Football;Both teams to score?;4;4;9;0,00 €;9,51 €;0,00 €;58,47 €;48,95 €;100.00%;0,00 €;9,51 €;0,67 €  /  2,15 €  ( 31.09% )
ene-21;Football - Belgium - First Division B, First Stage;Football;Halftime - Over/Under Bet;4;4;5;0,00 €;36,84 €;0,00 €;37,23 €;0,38 €;100.00%;0,00 €;36,84 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Belgium - First Division B, First Stage;Football;Does Team X score at least one goal?;0;0;1;0,00 €;0,00 €;0,00 €;0,05 €;0,05 €;100.00%;0,00 €;0,00 €;0,01 €  /  0,05 €  ( 31.38% )
